ID,ARTISTE, PAYS,TITRE,ANNÉE ,ÉTIQUETTES,STYLE (S),TOP 250 TEXTES FRANÇAIS ,AUTEURS,LIENS ÉCOUTE STREAMING 
top-250-204,Quatuor Molinari,Canada / Québec,György Kurtág / Intégrale des quatuors à cordes,2016,ATMA Classique,Classique/contemporain,"Il existe quelques versions des œuvres pour quatuor à cordes du compositeur hongrois György Kurtàg, mais  l’intégrale proposée ici par le Quatuor Molinari se trouve une coche au-dessus des autres. L’ambiance créée par les membres du Molinari est tout simplement parfaite : ils exploitent les extrêmes, poussent ces oeuvres (parfois très brèves) à leurs limites, leur insufflent gravité et profondeur. Souvent comparée à celle du viennois Anton Webern à cause de cette brièveté dans le temps et dans l’espace, la musique de Kurtag est néanmoins beaucoup plus crue, plus directe, plus lourde. Les membres du quatuor montréalais l’ont parfaitement saisi et l’expriment d’une manière fort éloquente. ",François Vallières, https://www.atmaclassique.com/En/Albums/AlbumInfo.aspx?AlbumID=1561
top-250-205,Radian,Autriche,on — dark silent  off,2016,Thrill Jockey,Rock/jazz/électronique/expérimental,"À part une collaboration détonnante avec le musicien chanteur un brin déjanté Howe Gelb, ceci est le seul disque que ce trio viennois nous a livré au cours de la décennie. Mais il ne déçoit pas. On y retrouve avec plaisir sa façon caractéristique d’employer toutes sortes de sons incidents, de bruits et de fragments aux textures variées et de les faire planer, danser, gonfler et tonner, puis s’évanouir.  ",Michel Rondeau,https://radian.bandcamp.com/album/on-dark-silent-off
top-250-206,Radiohead,Royaume-Uni,A Moon Shaped Pool,2016,XL Recordings,Avant-rock/électro/classique/contemporain,"Traversé par les thèmes de l’incertitude, du doute, de la rupture, de la déroute, de la perte de repères, de l’amour ou de la compassion, A Moon Shaped Pool fut une étape marquante pour Radiohead, soit l’atteinte de l’équilibre entre cultures rock, électronique et contemporaine de tradition classique. Ce neuvième album studio résulte d’une intégration exemplaire des univers aménagés par les principaux compositeurs de la formation anglaise, Thom Yorke et Jonny Greenwood, le tout encacré par Nigel Godrich, leur réalisateur de prédilection.",Alain Brunet,https://open.spotify.com/album/6vuykQgDLUCiZ7YggIpLM9
top-250-207,Rhiannon Giddens et Francesco Turrisi,États-Unis,There Is No Other,2019,Nonesuch,Folk/blues/gospel/jazz/country/world ,"Ce qui frappe d’abord, c’est sa voix, claire, forte, vibrante, puis, c’est la foule de genres et styles qui se bousculent pour lui servir d’écrin: folkore celtique, traditions appalachiennes, influences maghrébines et méditerranéennes, blues, gospel. S’accompagnant elle-même au banjo et au violon, brillamment secondée par le multi-instrumentiste Francesco Turrisi et l’altiste et violoncelliste Kate Ellis, avec Joe Henry aux manettes, madame Giddens fait allègrement fi des frontières et nous entraîne dans une formidable odyssée sur la planète musique.",Michel Rondeau,https://open.spotify.com/album/1NC1JxgjI6JFc3YR9JstXb
top-250-208,RIAS Kammerchor - Ensemble vocal / Hans-Christoph Rademann - Direction,Allemagne,Alfred Schnittke / Penitential Psalms,2016,Harmonia Mundi,Classique contemporain,"Œuvre mystique et spirituelle, les douze Psaumes de la pénitence pour chœur mixte a cappella ont été créés en 1988. Ils sont ici magnifiquement interprétés par les choristes du Chœur de chambre du RIAS de Berlin, dirigé par Hans-Christoph Rademann. On reconnaît bien le Schnittke pluriel ayant grandi en Russie orthodoxe, fils d’une mère catholique et d’un père juif germanophone, compositeur qui n’a que faire des barrières culturelles, de styles et de genres. Ce chef-d’œuvre, dénué de tout maniérisme, est à la fois dense et mystérieux. De la pure musique! ",Marie-Pierre Brasset ,http://www.harmoniamundi.com/#!/albums/2149
top-250-209,Robert Glasper Experiment,États-Unis,Black Radio,2012,Blue Note,Jazz/R&B/hip-hop,"Avant l’avènement des applications mobiles, personne au Québec n’avait la moindre idée du son trippant des radios blacks des États-Unis comme WBLS à New-York ou encore la station fictive 108 FM de Brooklyn, mise en scène par Spike Lee dans Do The Right Thing (1989). Le pianiste désinvolte Robert Glasper, pris en flagrant délit de double personnalité (c’était le motif de son précédent opus bipolaire Double-Booked), récidivait en 2012. Et vive le R&B/jazz dans toute sa sensualité et sa coolitude! CQFD. Bravo aussi pour le super casting excitant dans lequel Lalah Hattaway reprenait un titre du Love Deluxe de Sade alors que madame Erykah Badu endossait une superbe version du célèbre Afro Blue de Mongo Santamaria.  ",Ralph Boncy,https://open.spotify.com/album/1yqUCdbw73DpnHBVDwNa3X
top-250-210,Rokia Traoré,Mali,Beautiful Africa,2013,Nonesuch,Folklore bambara / folk rock,"Avec John Parish, fidèle collaborateur de PJ Harvey, la Malienne Rokia Traoré avait créé en 2013 un surperbe recueil de chansons, en phase parfaite avec leur époque. Soprano à la voix magnifiquement ensablée, parolière brillante et compositrice allumée, l’artiste bambara avait mis à profit sa vaste culture mondiale et ses racines profondes dans la zone subsaharienne, les élans étaient à la fois rock et africains de l’ouest. Zéro édulcoration au programme de ce subtil et énergique Beautiful Africa, conçu par une citoyenne du monde très fière de son legs culturel.",Alain Brunet,https://open.spotify.com/album/5gCev1aMAHiG6qmS32mfzj?autoplay=true&v=L
top-250-211,Ron Trent,États-Unis,Dance Classic,2009,Prescription,Électronique/deep house,"L’essence de la deep house résumée en treize pistes. Sorties originellement entre 1982 et 1991, celles-ci sont la preuve que Ron Trent, originaire de Chicago, le berceau de la house, était en avance sur son temps, pour ne pas dire visionnaire. Ici rassemblées, elles offrent une véritable plongée dans la dance music des années 1980, née des cendres du disco. Ancrés dans leur temps mais pas datés, les titres de Meltdown n’ont pas pris une ride et inspirent toujours les corps, leur contemporanéité les rendant à la fois intemporels et témoins de leur époque. ",Elsa Fortant,https://www.youtube.com/watch?v=VZr7Co0j02g&list=OLAK5uy_m4Fe8M7pDdvczhbPqte9lLpefpo6glPbk
top-250-212,Roomful of Teeth,États-Unis,Roomful of Teeth,2012,New Amsterdam Records,Classique contemporain,"Album éponyme de l’octuor vocal américain, cet enregistrement renferme plusieurs petits bijoux de créativité. Dans ce récital se trouvent, disséminés parmi les autres œuvres, les quatre mouvements de la Partita for 8 voices de l’américaine Caroline Shaw, œuvre lauréate du Prix Pulitzer 2013. Bien qu’on y reconnaisse Luciano Berio et sa Sinfonia (1968), Olivier Messiaen et ses Cinq Rechants (1948), du chant baroque européen et du chant de gorge inuit, cette œuvre est originale, envoûtante et fascinante. Un album d’une indéniable qualité technique et musicale.",François Vallières,https://www.deezer.com/en/artist/6337932/radio?autoplay=true
top-250-213,Salomé Leclerc,Canada / Québec,Les choses extérieures,2018,Audiogram,Chanson d’auteur/indie rock/indie folk/électro,"Salomé Leclerc a mis des années avant que son talent évident s’incarne totalement dans son œuvre, comme on l'observe ici dans cet enregistrement. Ç'aura pris trois albums pour atteindre cette assomption dans un contexte indie, folk, rock, électro. Bienveillants, Philippe Brault et Antoine Corriveau ont été parmi les catalyseurs de ce lâcher prise. Sans retenue dans Les choses extérieures, elle habite sa voix, ses guitares, sa basse, ses pédales, ses percussions, ses machines, ses logiciels. Cette ouverture émotionnelle fait fleurir son jardin intime et révèlent enfin une artiste clairement libérée de choses extérieures qu’il ne nous appartient pas de circonscrire. ",Alain Brunet,https://open.spotify.com/album/3RLBT6Do3B4ZbX5eJBdCH0?autoplay=true&v=L 
top-250-214,Salvatore Sciarrino,Italie,Luci Mie Traditrici ,2011,EuroArts,Opéra contemporain,"Voici l’enregistrement DVD de référence d’un des plus grands opéras de chambre contemporains, Luci Mie Traditrici du compositeur italien Salvatore Sciarrino. Cette œuvre d’une durée de 70 minutes relate le triangle amoureux tragique entre le compositeur de la Renaissance Carlo Gesualdo, sa femme et son amant. Les interprètes s’illustrent par leur technique vocale remarquable, particulièrement pour le messa di voce, ce léger renflement de la hauteur chantée, mais aussi pour leur jeu, livré de manière juste et posé. Le tout est présenté de façon à susciter un sentiment d’intimité, loin des grandes agitations habituelles du genre, et cela grâce à l’écriture musicale si caractéristique du grand maître italien. ",Marie-Pierre Brasset,https://play.google.com/music/preview/Bxblddhgdugdyakjsxorzkc2wgu?play=1
top-250-215,Sampha ,Royaume-Uni ,Process ,2017,Young Turks ,R&B/électronique ,"Après avoir commencé en enregistrant dans sa chambre à coucher et s'être attiré un public fidèle sur Internet, ce chanteur londonien a connu le succès planétaire avec ses lents et envoûtants jams, particulièrement lorsqu’ils sont rehaussés par la fine réalisation de l'Écossais Rodaidh McDonald, salué pour son travail avec Adele, Hot Chip et The XX (dont le premier disque a remporté le Mercury Prize, trophée décerné à Process en 2017). L’apport de sa soul mélancolique au R&B actuel est comparable à celui de The Weeknd à la pop dancefloor ou à l'émotion suscitée par Drake. Est-ce aussi important? Peut-être pas, mais c'est autrement plus convaincant. ",Darcy Macdonald   ,https://open.spotify.com/album/2gUSWVHCOerKhJHZRwhVtN?nd=1 
top-250-216,Savages,Royaume-Uni,Silence yourself,2013,Pop Noire,Post-punk / Indie rock / Alternatif,"Mélangeant l’atmosphère sombre de Joy Division et le son plus déchiré de Wire, le projet post-punk Savages naît du désir de créer des concerts qui engagent pleinement le public afin de sortir du chahut ambiant de la société. La guitare alterne entre des échos criards menaçants et de puissantes montées d’adrénaline sans étouffer la voix claire et directe de Jehnny Beth, soutenue par une batterie tumultueuse et une basse intrépide. Les quatre femmes ont un jeu musclé, sans retenue, mais clairement maîtrisé et qui se révèle encore plus poignant en concert. ",Louise Jaunet,https://open.spotify.com/album/0aMC5DDAF86GvYNPaivEKd./  https://www.deezer.com/en/album/6531276 / https://listen.tidal.com/album/19927123
top-250-217,Scott Walker + Sunn O))),Royaume-Uni / États-Unis,Soused,2014,4AD / Beggars,Drone/doom métal,"Fidèles à leurs habitudes collaboratives, les membres de Sunn O))) s’allient ici à nul autre qu’au regretté Scott Walker († 2019), afin de créer un objet musical aussi envoûtant que singulier. Le chant halluciné et impérial de Walker s’insère à merveille dans ces atmosphères glaçantes, réglées par le quasi constant bourdonnement des basses. Les longues pièces, comme autant d’odes cryptiques aux déchus, tués ou tueurs, dessinent un opéra glauque rappelant l’esthétique d’Alban Berg. Walker, officiant avec cérémonie, se fait prophète de malheur sur ces fables obscures et magnétiques. ",Geneviève Gendreau,https://www.deezer.com/fr/album/8887817
top-250-218,Sharon Van Etten,États-Unis,Are We There,2014,Jagjaquwar,Folk indie/folk rock,"Limpidité du propos. Confusion… véracité des émotions. Beauté des allégories, métaphores et catachrèses. Profonde américanité des constructions chansonnières et des référents folk, rock, country, gospel. Accroches, substance, puissance, maturité de l’âme. Are We There, quatrième album de l’Américaine Sharon Van Etten, l’extirpait définitivement des circuits souterrains hipsters et lui conférait un statut de leader au féminin. La trentenaire ne s’imposait pas telle une visionnaire, ne proposait aucune révolution formelle, mais s’imposait pour sa voix, sa patte, ses aménagements dans le détail et son indéniable talent. ",Alain Brunet,https://open.spotify.com/album/0F1pMhF8Vy74nKkQeLBfrd?autoplay=true&v=L 
top-250-219,She Past Away,Turquie,Belirdi Gece,2012,Remoov,Dark wave/post-punk,"Le son gothique le plus connu provenant de Turquie. Le groupe She Past Away s’est construit une solide réputation sur la scène post-punk goth à grands coups d’albums tous aussi excellents les uns que les autres. Pour preuve, en voici un. Sorti en 2012, le délicieux Belirdi Gece nous permet de plonger dans leur univers mélancolique et mélodieux. Riffs de guitare et lignes de basse vers d’oreilles, cet enregistrement ne manque décidément pas d’arguments pour vous faire adorer She Past Away.  ",Benjamin Fabre,https://shepastawayofficial.bandcamp.com/album/belirdi-gece-2
top-250-220,Silesian Quartet,Pologne,Grazyna Bacewicz,2017,Chandos,Classique/moderne/contemporain,"La compositrice polonaise Grażyna Bacewicz (1909-1969), bien que reconnue dans sa patrie, commence tout juste à se faire un nom de ce côté de l’Atlantique. Le langage de cette artiste prolifique  a évolué au fil du temps et a suivi, jusqu’à un certain point, l’évolution esthétique de la musique du 20e siècle. Réparti en deux volumes, cet enregistrement  de musique de chambre pour cordes donne un excellent exemple du chemin parcouru à travers son cycle de 7 quatuors à cordes. Le jeu des interprètes du Silesian String Quartet y est clair, précis, sans ambiguïté. ",François Vallières,https://open.spotify.com/album/72SxevUVnLylywqCLdtlS2
top-250-221,Skepta,Royaume-Uni,Konnichiwa,2016,Boy Better Know,Grime,"Pour l’album Konnichiwa, Joseph Adenuga Jr, alias Skepta, a remporté en 2016 le Mercury Prize, soit l'un des plus prestigieux de la musique au Royaume-Uni. Le quatrième album solo du rapper britannique fut un facteur déterminant pour la relance du grime, sous-genre de la grande famille rap dont le beatmaking repose sur les hybridations stylistiques tributaires de la culture populaire afro-britannique (UK garage, jungle, dub, dancehall, breakbeat, etc.), de ses sensibilités caribéennes ou africaines. L'éloquence, l’autorité, le sens de la parole, la qualité du flow, l’hyperlucidité et la prestance de Skepta lui ont valu les plus grands honneurs. Voilà l’occasion de découvrir tout un pan de la culture populaire britannique. ",Alain Brunet,https://open.spotify.com/album/2yegc4SUhhXxUXUavLHUqL 
top-250-222,Sky Ferreira,États-Unis,"Night Time, My Time ",2013,Capitol,Synthpop/noise pop/alternatif/dance pop,"Avec sa moue boudeuse de lolycéenne et sa désinvolture un brin frondeuse, Sky Ferreira, l’air de rien, mélange habilement synthpop et rock alterno avec une bonne dose de noise sur ce premier disque dont elle a financé la production avec son travail de mannequin. Ne vous fiez pas à la mine de chien battu qu’elle affiche sur la pochette signée par le réalisateur à la sulfureuse réputation Gaspar Noé, cette petite n’a pas froid aux yeux. Elle ne prétend pas réinventer la roue, mais elle assure, et de façon convaincante et énergique. ",Michel Rondeau ,https://www.deezer.com/en/album/52754392
top-250-223,Sleaford Mods,Royaume-Uni,Divide and Exit,2014,Harbinger Sound,Post-punk/électro-punk/rap-punk,"La formule du duo de Nottingham est simple: une série de rythmes binaires et des lignes de basses primales sortis d'un laptop déglingué et un chanteur/harangueur qui crache sa colère et son cynisme dans une salve de jurons et d'argot cockney. Ses litanies sont souvent sauvages et brutales, mais aussi quelques fois drôles et toujours droit au but. Sleaford Mods, c'est un son volontairement lo-fi et minimal, une attitude vindicative et une urgence qu'on retrouve inlassablement sur disque depuis 2007. Divide and Exit marque un certain aboutissement dans la carrière du duo et le début d'une véritable reconnaissance publique. ",Patrick Baillargeon,https://www.youtube.com/watch?v=9iau7T5kuTo
top-250-224,Solange,États-Unis,A Seat at the Table,2016,Columbia ,Nusoul/R&B/pop/hip-hop,"A Seat at the Table fut le projet révélateur de Solange Knowles, frangine de Beyoncé, plantée solidement sur le flanc gauche de la superstar. Pour son troisième album, Solange avait conçu un répertoire fondé sur l'assomption de l’identité afro-américaine, l'autonomie, la fierté, l'indépendance, le deuil, la guérison, la condition féminine dans la faune carnassière de la pop culture, l’opiniâtreté nécessaire à tous les humains issus des milieux défavorisés. Coréalisé avec le maître Rapahel Saadiq, A Seat at the Table est un sommet de suavité, équilibre idéal entre soul classique, pop de création, inclusions hip-hop et beatmaking à l’ère numérique. ",Alain Brunet,https://open.spotify.com/album/3Yko2SxDk4hc6fncIBQlcM?autoplay=true&v=L
top-250-225,Solids,Canada / Québec,Blame Confusion,2013,Fat Possum, Alternatif/Indie-rock,"La formation montréalaise Solids tirera bientôt sa révérence après avoir gravé des souvenirs impérissables dans la mémoire de milliers d’adeptes du style grunge rock. Par ses qualités rassembleuses, Blame Confusion aura su charmer différentes scènes de la métropole québécoise. Lorsque des titres comme Off White ou Haze Away résonnent, l’ambiance est à la fête, à la communion. Chargés de mélancolie, les riffs de guitare et la voix de Xavier se joignent aux percussions énergiques de Louis pour ainsi faire l'éloquente démonstration de leur pouvoir attractif, ne laissant personne sur sa faim. ",Louis Paulhus,https://solids.bandcamp.com/album/blame-confusion
top-250-226,Somi,États-Unis / Ouganda / Rwanda,The Lagos Music Salon,2014,Okeh / Sony,Afrobeat/jazz/soul/bikutsi,"Ses parents viennent de l’Ouganda et du Rwanda. Pourtant, c’est de la fascinante musique afrobeat du Nigeria que l’Afro-Américaine Somi est tombée amoureuse. Au point de s’installer au Nigeria, en immersion totale, pour ce voyage unique qui se révèle une réussite absolue. Encadrée par des musiciens locaux, elle revisite Lady de Fela Kuti avec la complicité de la Béninoise Angélique Kidjo. La chanteuse jazzy soul inventait alors une musique hybride, réécrivait Nina Simone (4 Women), parlait de génocide ainsi que justice sociale pour les femmes et concluait avec l’émouvante Last Song sur un rythme bikutsi inattendu. ",Ralph Boncy,https://open.spotify.com/album/3jCAbl4K4iquJyhzvSJEov
top-250-227,Son Lux,États-Unis,We Are Rising,2011,Anticon,Indie-rock/électro/avant-pop ,"Cet album marquait le retour de l’artiste américain Ryan Lott après At War with Walls & Mazes, album paru quatre ans plus tôt. Dans le cadre du NPR Challenge, le magazine The Wire proposait au compositeur de réaliser un nouvel opus complet, incluant la pochette, dans les 28 jours du mois de février. Le défi fut relevé avec brio, Ryan Lott négociant un virage majeur, s’éloignant du minimalisme électronique et optant pour une approche musicale beaucoup plus étoffée, avec notamment l’ajout d’instruments acoustiques. Ses créations subséquentes transformeront ce projet initialement solo en un très solide trio. ",Pascal Deslauriers,https://sonlux.bandcamp.com/album/we-are-rising
top-250-228,Sons of Kemet,Royaume-Uni,Lest We Forget What We Came Here to Do,2015,Naim,Jazz,"Il y a une étonnante richesse dans le jeu épuré et soudé des Sons of Kemet, formation-clé de l'importante scène jazz britannique de la dernière décennie. Les dialogues croisés abondent entre les riffs denses et frénétiques de Shabaka Hutching, les grooves de tuba du puissant Theon Cross et la batterie à deux têtes de Tom Skinner et Seb Rochford. Parmi les thèmes abordés, dans une perspective post-coloniale : les diasporas africaine et antillaise et leurs causes et conséquences.  C'est une musique intense, intransigeante, impérative, mais exprimée avec confiance et optimisme. ",Rupert Bottenberg,https://sonsofkemet.bandcamp.com/album/lest-we-forget-what-we-came-here-to-do
top-250-229,St. Vincent,États-Unis,Strange Mercy,2011,4AD,Art rock/avant pop,"Sur scène aux côtés de Sufjan Stevens, les têtes chercheuses avaient repéré Annie Clark, alias St. Vincent, avant que ne décolle tranquillement sa carrière solo avec les disques Marry Me et Actor. Guitar heroin dans le plus pur sens de l’expression, chanteuse douée, parolière et compositrice de talent, arrangeure inspirée et innovante, capable de complexité et de virtuosité, beauté magnétique devant public, elle s’était vraiment imposée avec son troisième album solo, Strange Mercy. Tous les morceaux de son brillant puzzle étaient alors réunis, elle était devenue une incontournable de l’art rock et de l’art pop, ce qu’elle est encore aujourd’hui. ",Alain Brunet,https://open.spotify.com/album/1Lci4bx7JIuCC8pnBNX7ds?autoplay=true&v=L
top-250-230,Stéphane Tétreault et l’Orchestre symphonique de Québec,Canada / Québec,Saint-Saëns & Tchaikovsky,2012,Analekta,Classique/romantique,"Sous la bannière Saint-Saëns & Tchaikovsky, cet album réunit des œuvres figurant parmi les plus importants canons du répertoire pour violoncelle : de Camille Saint-Saëns, le concerto no. 1 en la mineur, Op. 33, l’Allegro appassionato, Op. 43 et Le Cygne, et de Tchaikovsky, les Variations sur un thème rococo, Op. 33 et Pezzo capricioso, Op. 62. Stéphane Tétreault nous y a offert une performance énergique des plus captivantes. N’étant âgé que de 19 ans au moment de cet enregistrement, il avait surpris les mélomanes pour la maturité de son interprétation et pour la subtilité de son jeu, admirablement soutenu par l’OSQ sous la direction de Fabien Gabel. ",Sarah-Ann Larouche,https://open.spotify.com/album/1cmsDWzQMLhffPHxxK8AP6
top-250-231,Stromae,Belgique,Racine carrée,2013,Universal,Chanson d'auteur / pop de création / électro / hip hop,"Voilà le plus grand succès francophone de la décennie au chapitre de la pop de création, et ce pour d’excellentes raisons. Très rares sont les artistes de cette qualité ayant fédéré des publics de masse avec une proposition d’une telle profondeur. Remarquable qualité du texte, déclamation et chant magnétiques, accroches pop baignées de fluides électros, hip-hop, afro-pop. En studio comme sur scène, la matière de Racine carrée est une remarquable contribution pour l’Europe, pour l’Afrique, pour la francophonie.",Alain Brunet,https://www.deezer.com/fr/album/6851659 
top-250-232,Sufjan Stevens,États-Unis,The Age of Adz,2010,Asthmatic Kitty,Indie folk/avant-pop/électro/classique/contemporain/trad,"Issu de la mouvance indie folk, converti progressivement à l’électro, à la musique contemporaine occidentale de tradition classique, aux musiques traditionnelles et au chant choral, le prolifique Sufjan Stevens s’est avéré l’artiste le plus innovant dans sa dimension musicale, pour ne pas dire le plus brillant. Inspiré des œuvres apocalyptiques et afro-futuristes de l'artiste schizophrène Royal Robertson (1936-1997), The Age of Adz est un chef-d’œuvre absolu de la composition au service de la forme chansonnière. Très rares sont les recueils de chansons à forte teneur mélodique portés par une telle proposition orchestrale sans qu’on en ressente la complexité, la profondeur conceptuelle. ",Alain Brunet,https://open.spotify.com/album/5U7GN7wM8nZKYeeOoYhPjC?autoplay=true&v=L 
top-250-233,Sun Kil Moon,États-Unis,Benji,2014,Caldo Verde,Folk indé,"Mark Kozelek, leader et seul membre permanent de Sun Kil Moon, adoptait sur Benji une approche inédite de la trame narrative. Ses textes touffus et sans filtre multipliaient les digressions, se rapprochant de l’écriture automatique. L’auteur y faisait preuve de compassion envers ses proches, qu’ils soient malades, vieillissants ou touchés par la perte d’un être cher. Depuis, Kozelek a poursuivi dans cette voie, évitant de plus en plus les structures chansonnières traditionnells. Il n’a cependant jamais refait l’exercice avec autant d’empathie que sur ce grand disque. ",Steve Naud,https://open.spotify.com/album/4KnFXX4nObGw6rq9aQmSyf
top-250-234,Suuns,Canada / Québec,Hold / Still,2016,Secret City Records,Avant-rock/électro/noise/expérimental,"Approche conceptuelle, rythmes moyens ou lents, minimalisme, abstraction, voilà autant de signes observables d’entrée de jeu chez Suuns… avant que l’attitude rock, la sensualité et la poésie fine fleurissent à travers cette austérité apparente. On découvrait alors un magnifique amalgame : guitares, synthés, machines, batterie, voix plaintives, inflexions lascives, phrases consonantes traversées tant par les écrits sacrés que par les récits des plaisirs de la chair. Jadis assistant de Steve Albini, le Texan John Congleton a réalisé et mixé pas mal de monde, de Swans à St. Vincent avant d’inviter les musiciens montréalais à son studio texan, avec pour résultat un album-phare de l’avant-rock. ",Alain Brunet,https://open.spotify.com/album/2KnkXRKacNfNhC65PCoCTm
top-250-235,Sylvie Paquette,Canada / Québec,Terre originelle,2016,Audiogram,Chanson d'auteur/folk,"Sylvie Paquette est une artisane de l’atelier pop folk rock franco-américain du Nord indéniablement estimée et reconnue par ses pairs, mais pas assez par le public. Sylvie, donc, a fait le pari de mettre en musique des poèmes d’Anne Hébert, géante discrète des lettres. Et la prosodie, les trémolos et la réalisation idoines font que c’est mauditement bien réussi, tant dans l’esthétique que dans l’esprit. À tel point qu’on se dit qu’une telle adéquation a quelque chose de miraculeux. Bien que, être talentueuse et sensible, puis s’adjoindre des Yves Desrosiers et des Philippe Brault, ça doit quand même aider.",Luc Marchessault,https://sylviepaquette.bandcamp.com/album/terre-originelle
top-250-236,SZA,États-Unis,CTRL,2017,Top Dawg Entertainment / RCA,R&B/neo-soul/hip-hop ,"La chanteuse américaine Solana Imani Rowe, mieux connue sous son pseudonyme SZA, nous a livré une bombe de sensualité décontractée et assumée à l’été 2017. C’était l’un des albums les plus attendus de l’année après la parution de trois EP qui avaient beaucoup fait jaser, avec raison. Dès les premières mesures de la pièce Supermodel, un riff de guitare isolé, plutôt lo-fi, qui rappelle davantage l’intro d’une pièce indie que l’ouverture d’un album R&B, on s’aperçoit qu’on a affaire à une artiste originale à la voix d’or et aux propos crus, qui fait les choses à sa façon, sans compromis.",Frederic Savard,https://open.spotify.com/album/76290XdXVF9rPzGdNRWdCh
top-250-237,Tame Impala,Australie,Currents,2015,Interscope,Psychédélique,"Y aura-t-il jamais un autre disque comme Currents? Ce moment unique d’alchimie pop, cette remarquable métamorphose rappelle un peu Led Zep et son Kashmir, mais prolongé sur tout un album et, bien sûr, avec les claviers/effets sonores à la place de l’orchestre. C’est la transmutation inattendue d’un sympathique pastiche psych-rock en créature mythique. Toujours seul aux commandes, Kevin Parker franchit le mur du son à chaque coup de pinceau. Ces murs de claviers vibrants, ces grooves roulant à plein régime menacent de sortir du cadre à tout moment. Est-ce du rock? Est-ce du disco? Qu’importe... Let it happen!",Olivier Lalande,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv?si=KXvmq2WlR1ibNplG09BqCw
top-250-238,Tanya Tagaq,Canada / Nunavut,Animism,2014,Six Shooter Records,Chant de gorge/jazz contemporain/bruitisme/indie rock/électro,"Elle incarne le passé lointain d’une société traditionnelle, elle porte en elle ses fractures colonialistes, ses perturbations et ses espoirs au présent, elle imagine ses plongées sensuelles dans l’avenir. Tanya Tagaq Gillis doit-elle être considérée comme l’artiste par excellence des Premières Nations en cette décennie qui s’achève? Poser la question... Pratiques du jeu de gorge, jazz contemporain, improvisation libre, bruitisme, électroacoustique, hardcore, voilà autant d’esthétiques intégrées. Artiste d’exception, femme d’instinct, femme médium, femme de vision, Tagaq a réuni d’excellents musiciens (Jesse Zubot et Jean Martin) pour ainsi créer cet opus brillant qui lui valut le Prix Polaris, soit avant de lancer Retribution, autre album excellent qui résulte de cet élan.  ",Alain Brunet,https://open.spotify.com/album/2MiUUnuUmi24pJKJ1xjeHz?autoplay=true&v=L
top-250-239,Teebs,États-Unis,Ardour,2010,Brainfeeder,Électronique/expérimental/hip-hop ,"N’entre pas qui veut dans le club sélect de l’étiquette du producteur Flying Lotus. C’est pourtant de celle-ci que Teebs nous balance son tout premier album Ardour, une collection de courtes pièces électroniques virevoltantes. Celles-ci ne frappent pas toujours dans le mille, mais dans leur ensemble, leurs constructions ingénieuses nous donnent de quoi rêvasser. Élégamment imprévisibles, elles nous gardent constamment sur le qui-vive et nous accrochent immanquablement un sourire aux lèvres. ",Williams Paulhus,https://teebs.bandcamp.com/album/ardour 
top-250-240,Tempers ,États-Unis,Services ,2015,aufnahme + wiedergabe,Cold wave,"Ce premier album du duo new-yorkais s’ouvre magnifiquement sur Strange Harvest, parue deux ans auparavant. Enchaînant les odes mélancoliques, soutenues par la guitare réverbérée et des bandes dynamiques, souvent dansantes, Services fait office d’hymne pour qui a le plancher de danse chagrin. Si Tempers ajoute une pierre à l’imposant édifice de La Fête Triste (Trisomie 21), c’en est une parfaitement taillée, entre la frénésie rituelle des nuits de perdition et le retour mélancolique à soi. La voix même de Jasmine Golestaneh, aux inflexions tantôt boudeuses, tantôt puissantes, incarne à elle seule cette esthétique, mélange adroitement dosé de langueur impassible et de transport. ",Geneviève Gendreau,https://open.spotify.com/album/2kkinh3XS3WiGESgpExNOh?autoplay=true&v=L
top-250-241,The Besnard Lakes,Canada / Québec,The Besnard Lakes Are The Roaring Night,2010,Jagjaguwar,Indie rock/shoegaze,"The Besnard Lakes est sans doute l’un des groupes les plus sous estimés de Montréal. Après nous avoir livré le sublime Are The Dark Horse en 2007, ils reviennent sensiblement avec la même formule pour Are The Roaring Night, des morceaux post-rock-shoegaze épiques en crescendos, des harmonies vocales du tandem amoureux Jace Lasek et Olga Goreas et des tons de guitares crépitants. La réalisation de Lasek y est plus chargée et gagne en clarté tandis que les chansons sont plus accrocheuses. ",Dominic Berthiaume, https://open.spotify.com/album/1ylO9L4yH3HK9ZZ0XjefWw?autoplay=true&v=L
top-250-242,The Budos Band,États-Unis,III,2010,Daptone Records,Afro-beat,"Ayant écarté l’agilité polyrythmique et les rituels appels-réponses chantés caractéristiques de l’afrobeat, le Budos Band cadre bien avec le funk pur jus et sans chichi de la bande de l’étiquette brooklynoise Daptone. Contrairement à d’autres groupes du genre, on sent moins chez lui l’empreinte de Fela Kuti que celle de Black Sabbath. Des titres comme Rite of the Ancients et Nature’s Wrath donnent un bon indice de l’aspect sombre et chargé de ses grooves râpeux et du train que fait sa féroce section de cuivres.",Rupert Bottenberg,https://thebudosband.bandcamp.com/album/the-budos-band-iii
